name,stem,Adams filtration,weight,cell,shift,h0info,h0target,h1info,h1target,h2info,h2target,drinfo,drtarget
h1^5 h5 c0 e0,61,13,36,0,-3,,,,h1^6 h5 c0 e0,,,3,h1^7 B8
t h1 g^3,61,13,36,0,-1,,,,,,,3,h1^7 B8
c0 x',61,13,33,0,1,,,,h1 c0 x',,,,
_t h0^2 g^3,61,13,34,1,3,,,,,h,k m,,
_h1^7 B8,61,15,35,1,0,,,h,d0^2 e0^2,,,,
h1 d0 u',61,16,34,0,0,,,,,,,,
_P^7 h1^4,61,31,31,1,0,,,,loc,,,,
h5^2,62,2,32,0,0,,,,h1 h5^2,,h2 h5^2,,
h1 D3,62,5,33,0,0,,,,,,,3,h1 B3
h5 n,62,6,33,0,0,,,,,,,,
E1,62,8,33,0,-2,,,,h1 E1,,,,
C0,62,8,33,0,0,,,,,,h1 h3 Q2,3,n r
_h1^2 j1,62,8,34,1,2,,,,,,,,
_h1^4 D4,62,9,34,1,0,,,,_h1^5 D4,,,,
_h1^3 e1 g,62,10,35,1,-3,,,,,,,,
R,62,10,32,0,-1,,h0 R,,,,,,
h1 X1,62,10,33,0,1,,,,h1^2 X1,,,3,c0 x'
_h1^4 Q2,62,10,33,1,3,,,,_h1^5 Q2,,,,
h0 B22,62,11,34,0,-3,,,,,,h0 h2 B22,,
h1^5 D4,62,11,36,0,-1,,,,h1^6 D4,,,,
h0 R,62,11,32,0,1,,h0^2 R,,,,,,
_t h1^2 B21,62,11,32,1,3,,,,_t h1^3 B21,h,P h5 j,,
h2 c1 g^2,62,12,37,0,-3,,,,,,,,
_h1^5 h5 c0 e0,62,12,35,1,-1,,,,_h1^6 h5 c0 e0,,,3,_h1^7 B8
h1^5 Q2,62,12,35,0,1,,,,,,,,
h0^2 R,62,12,32,0,3,,h0^3 R,,,,,,
t e0 w,62,13,34,0,-1,,,,,,,3,h1 d0 u'
h0^3 R,62,13,32,0,1,,h0^4 R,,,,,,
h1^6 h5 c0 e0,62,14,37,0,-2,,,,h1^7 h5 c0 e0,,,,
h1 c0 x',62,14,34,0,0,,,,h1^2 c0 x',,,,
h0^4 R,62,14,32,0,2,,h0^5 R,,,,,,
h0^5 R,62,15,32,0,0,,h0^6 R,,,,,,
d0^2 e0^2,62,16,36,0,-1,,,,h1 d0^2 e0^2,,,,
h0^6 R,62,16,32,0,1,,h0^7 R,,,,,,
h0^7 R,62,17,32,0,0,,h0^8 R,,,,,,
h0^8 R,62,18,32,0,0,,,,,,,,
_t P^2 h0 d0^2 e0,62,20,32,1,0,,_t P^2 h0^2 d0^2 e0,,,,,,
_t P^2 h0^2 d0^2 e0,62,21,32,1,0,h,P^2 i^2,,,,,,
P^2 i^2,62,22,32,0,0,,P^2 h0 i^2,,,,,,
P^2 h0 i^2,62,23,32,0,0,,P^2 h0^2 i^2,,,,,,
P^2 h0^2 i^2,62,24,32,0,0,,P^2 h0^3 i^2,,,,,,
P^2 h0^3 i^2,62,25,32,0,0,,P^2 h0^4 i^2,,,,,,
P^2 h0^4 i^2,62,26,32,0,0,,,,,,,,
P^6 d0,62,28,32,0,0,,P^6 h0 d0,,,,,,
P^6 h0 d0,62,29,32,0,0,,P^6 h0^2 d0,,,,,,
P^6 h0^2 d0,62,30,32,0,0,,,,,,,,
h1 h5^2,63,3,33,0,0,,,,h1^2 h5^2,,,,
_h1 B7,63,7,33,1,-1,,,h,h3 Q2,,,,
C',63,7,34,0,1,,,,,,h2 C',,
h0^7 h6,63,8,32,0,-1,,h0^8 h6,,,,,3,h0 R
_h1^2 B3,63,8,33,1,1,,,,_h1^3 B3,,,,
h0^8 h6,63,9,32,0,-1,,h0^9 h6,,,,,3,h0^2 R
h1 E1,63,9,34,0,1,,,,h1^2 E1,,,,
h0^9 h6,63,10,32,0,-1,,h0^10 h6,,,,,3,h0^3 R
_h1^5 D4,63,10,35,1,1,,,,_h1^6 D4,,,,
h1^2 X1,63,11,34,0,-3,,,,h1^3 X1,,,3,h1 c0 x'
h0^10 h6,63,11,32,0,-1,,h0^11 h6,,,,,3,h0^4 R
_h1^5 Q2,63,11,34,1,1,,,,_t^2 h2 g^3,,,,
_t h2 c1 g^2,63,11,35,1,3,,,,,h,n m,,
h1^6 D4,63,12,37,0,-2,,,,h1^7 D4,,,,
_t h1^3 B21,63,12,33,1,0,,,,,,,,
h0^11 h6,63,12,32,0,2,,h0^12 h6,,,,,3,h0^5 R
_h1^6 h5 c0 e0,63,13,36,1,-2,,,,_h1^7 h5 c0 e0,,,3,d0^2 e0^2
h2 g^3,63,13,38,0,0,,h0 h2 g^3,,,,h2^2 g^3,,
h0^12 h6,63,13,32,0,2,,h0^13 h6,,,,,3,h0^6 R
h0 h2 g^3,63,14,38,0,-1,,h1^7 h5 c0 e0,,,,,,
h0^13 h6,63,14,32,0,1,,h0^14 h6,,,,,3,h0^7 R
h1^7 h5 c0 e0,63,15,38,0,-2,,,,,,,,
h0^14 h6,63,15,32,0,0,,h0^15 h6,,,,,3,h0^8 R
h1^2 c0 x',63,15,35,0,2,,,,h1^3 c0 x',,,,
h0^15 h6,63,16,32,0,0,,h0^16 h6,,,,,,
h1 d0^2 e0^2,63,17,37,0,-1,,,,,,,,
h0^16 h6,63,17,32,0,1,,h0^17 h6,,,,,,
h0^17 h6,63,18,32,0,0,,h0^18 h6,,,,,,
h0^18 h6,63,19,32,0,0,,h0^19 h6,,,,,,
h0^19 h6,63,20,32,0,0,,h0^20 h6,,,,,,
h0^20 h6,63,21,32,0,0,,h0^21 h6,,,,,,
h0^21 h6,63,22,32,0,0,,h0^22 h6,,,,,,
h0^22 h6,63,23,32,0,0,,h0^23 h6,,,,,,
h0^23 h6,63,24,32,0,0,,h0^24 h6,,,,,,
h0^24 h6,63,25,32,0,0,,h0^25 h6,,,,,,
h0^25 h6,63,26,32,0,0,,h0^26 h6,,,,,,
h0^26 h6,63,27,32,0,0,,h0^27 h6,,,,,,
h0^27 h6,63,28,32,0,0,,h0^28 h6,,,,,,
h0^28 h6,63,29,32,0,0,,h0^29 h6,,,,,,
h0^29 h6,63,30,32,0,0,,h0^30 h6,,,,,,
h0^30 h6,63,31,32,0,0,,h0^31 h6,,,,,,
h0^31 h6,63,32,32,0,0,,,,,,,,
h1 h6,64,2,33,0,0,,,,h1^2 h6,,,,
h1^2 h5^2,64,4,34,0,0,,,,h1^3 h5^2,,,,
h2 D3,64,5,34,0,0,,,,,,h0 n1,,
h2 A',64,7,34,0,0,,,,,,t h1 G0,,
h3 Q2,64,8,34,0,-1,,,,h1 h3 Q2,,,,
d1^2,64,8,36,0,1,,,,h1 d1^2,,h1^2 k1,,
_h1^3 B3,64,9,34,1,0,,,h,P D4,,,,
h1^2 E1,64,10,35,0,-1,,,,,,,,
q1,64,10,33,0,1,,,,h1 q1,,,,
_h1^6 D4,64,11,36,1,0,,,,_h1^7 D4,,,,
h1^3 X1,64,12,35,0,-1,,,,h1^4 X1,,,3,h1^2 c0 x'
_t^2 h2 g^3,64,12,35,1,1,,,h,t g w,,,,
h1^7 D4,64,13,38,0,-1,,,,h1^8 D4,,,,
_t h0 h2 g^3,64,13,36,1,1,h,k m,,,h,l m,,
_h1^7 h5 c0 e0,64,14,37,1,-2,,,,,,,3,h1 d0^2 e0^2
_U,64,14,34,1,0,,,,_h1 U,,,,
k m,64,14,36,0,2,,,,,,h1^6 X1,,
h1^3 c0 x',64,16,36,0,0,,,,,,,,
P^7 c0,64,31,33,0,0,,,,loc,,,,
h2 h5^2,65,3,34,0,-1,,,,,,,,
h1^2 h6,65,3,34,0,1,,,,h1^3 h6,,,,
h1^3 h5^2,65,5,35,0,0,,,,,,,,
h2 H1,65,6,35,0,0,,,,,,h2^2 H1,,
k1,65,7,36,0,0,,,,h1 k1,,,,
h0 h3 D2,65,8,34,0,0,,,,,,,,
h1 h3 Q2,65,9,35,0,-2,,,,,,,,
h1 d1^2,65,9,37,0,0,,,,h1^2 d1^2,,,,
h1^2 X2,65,9,36,0,2,,,,h1^3 X2,,,,
P D4,65,10,35,0,0,,,,P h1 D4,,,,
h2 B22,65,11,36,0,-2,,h0 h2 B22,,,,h0 h2 B23,,
h1 q1,65,11,34,0,0,,,,h1^2 q1,,,,
_h1^3 X1,65,11,34,1,2,h,P h5 j,,_h1^4 X1,h,h0^4 G21,3,_U
h0 h2 B22,65,12,36,0,-2,,,,,,,,
_h1^7 D4,65,12,37,1,0,,,,_h1^8 D4,,,,
P h5 j,65,12,34,0,2,,,,,,h0^5 G21,,
h1^4 X1,65,13,36,0,-1,,,,h1^5 X1,,,3,h1^3 c0 x'
t g w,65,13,36,0,1,,,,,,,,
h1^8 D4,65,14,39,0,0,,,,,,,,
_h1 U,65,15,35,1,0,,,,_h1^2 U,,,,
P^8 h1,65,33,33,0,0,,,,loc,,,,
h0 h2 h6,66,3,34,0,0,,,,,,,,
h1^3 h6,66,4,35,0,0,,,,h1^4 h6,,,,
D1 h3^2,66,6,36,0,0,,,,h1 . D1 h3^2,,,,
h1 k1,66,8,37,0,-2,,,,h1^2 k1,,,,
_h1 d1^2,66,8,36,1,0,,,,_h1^2 d1^2,h,h0 h2 G0,,
h2 C',66,8,36,0,2,,,,,,h0 h2 G0,,
_P D4,66,9,34,1,0,h,D2',,_P h1 D4,h,P(A+A'),,
h1^2 d1^2,66,10,38,0,-3,,,,,,,,
h1^3 X2,66,10,37,0,-1,,,,h1^4 X2,,,,
t B5,66,10,35,0,1,,,,,,,,
D2',66,10,34,0,3,,h0 D2',,,,P h0 (A+A'),,
P h1 D4,66,11,36,0,-1,,,,P h1^2 D4,,,,
h0 D2',66,11,34,0,1,,,,,,,,
n m,66,12,37,0,-2,,,,,,,,
h1^2 q1,66,12,35,0,0,,,,,,,,
_h1^4 X1,66,12,35,1,2,,,,_h1^5 X1,,,3,_h1 U
_h1^8 D4,66,13,38,1,0,,,,,,,,
h2^2 g^3,66,14,40,0,-1,,,,,,h1^2 h3 g^3,,
h1^5 X1,66,14,37,0,1,,,,h1^6 X1,,,,
_h1^2 U,66,16,36,1,0,,,h,d0^2 u,,,,
h1^4 h6,67,5,36,0,-1,,,,h1^5 h6,,,,
t Q3,67,5,35,0,1,,,,t h1 Q3,,,,
h0 n1,67,6,36,0,-1,,,,,,,,
h0 Q3,67,6,36,0,1,,h0^2 Q3,,,,h0 h2 Q3,,
_h1 k1,67,7,36,1,-2,,,,_h1^2 k1,,,,
h1 . D1 h3^2,67,7,37,0,0,,,,h1^2 . D1 h3^2,,,,
h0^2 Q3,67,7,36,0,2,,,,,,t h1^3 Q3,,
t h1 G0,67,8,36,0,0,,,,,,,,
h1^2 k1,67,9,38,0,-3,,,,,,,,
_h1^2 d1^2,67,9,37,1,-1,,,,,,,,
C'',67,9,37,0,1,,,,,,h2 C'',3,n m
X3,67,9,36,0,3,,,,,,,,
_P h1 D4,67,10,35,1,0,,,,_P h1^2 D4,,,,
h1^4 X2,67,11,38,0,-1,,,,,,,,
C11,67,11,35,0,1,,,,,,h2 C11,,
P h1^2 D4,67,12,37,0,0,,,,P h1^3 D4,,,,
_h1^5 X1,67,13,36,1,-2,,,,_h1^6 X1,,,3,_h1^2 U
_t h2^2 g^3,67,13,38,1,0,h,l m,,,h,m^2,,
B8 d0,67,13,37,0,2,,,,h1 B8 d0,,,,
l m,67,14,38,0,-1,,h1^6 X1,,,,,,
d0 x',67,14,36,0,1,,,,,,,,
h1^6 X1,67,15,38,0,0,,,,,,,,
d0^2 u,67,17,37,0,0,,,,,,,,
_P^7 h1^2 c0,67,32,34,1,0,h,P^8 h2,,loc,,,,
P^8 h2,67,33,34,0,0,,P^8 h0 h2,,,,,,
P^8 h0 h2,67,34,34,0,0,,,,,,,,
d2,68,4,36,0,-1,,h0 d2,,,,h1 p1,3,h0^2 Q3
_h1^4 h6,68,4,35,1,1,,,,_h1^5 h6,,,,
h0 d2,68,5,36,0,0,,,,,,,,
_h1 . D1 h3^2,68,6,36,1,-2,h,h3(A+A'),,_h1^2 . D1 h3^2,,,3,X3
h1^5 h6,68,6,37,0,0,,,,h1^6 h6,,,,
t h1 Q3,68,6,36,0,2,,,,t h1^2 Q3,,,,
h2^2 H1,68,7,37,0,-1,,,,,,h1^2 h3 H1,,
h3(A+A'),68,7,36,0,1,,,,,,,,
_h1^2 k1,68,8,37,1,-1,,,h,h0 h2 G0,,,,
h1^2 . D1 h3^2,68,8,38,0,1,,,,h1^3 . D1 h3^2,,,,
_h1^4 X2,68,10,37,1,0,,,h,h2 B5,,,3,B8 d0
h2 B23,68,11,38,0,-2,,h0 h2 B23,,,,M h2^2 g,,
h0^3 G21,68,11,36,0,0,,h0^4 G21,,,,,3,d0 x'
_P h1^2 D4,68,11,36,1,2,,,,_P h1^3 D4,,,,
h0 h2 B23,68,12,38,0,-2,,,,,,,,
h0^4 G21,68,12,36,0,0,,h0^5 G21,,,,,,
_t B8 d0,68,12,35,1,2,,,h,t W1,,,,
P h1^3 D4,68,13,38,0,-1,,,,P h1^4 D4,,,,
h0^5 G21,68,13,36,0,1,,,,,,,,
_h1^6 X1,68,14,37,1,-2,,,,,,,3,d0^2 u
h1 B8 d0,68,14,38,0,0,,,,,,,,
h1 h3 g^3,68,14,41,0,2,,,,h1^2 h3 g^3,,,,
e0^4,68,16,40,0,0,,,,h1 e0^4,,,,
h2^2 h6,69,3,36,0,0,,,,,,h1^2 h3 h6,,
p',69,4,36,0,0,,h0 p',,h1 p',,,,
h0 p',69,5,36,0,-1,,h0^2 p',,,,,,
_h1^5 h6,69,5,36,1,1,,,,_h1^6 h6,,,,
h0^2 p',69,6,36,0,0,,,,,,,,
_h1^2 . D1 h3^2,69,7,37,1,-2,,,,_h1^3 . D1 h3^2,,,,
h1^6 h6,69,7,38,0,0,,,,h1^7 h6,,,,
t h1^2 Q3,69,7,37,0,2,,,,t h1^3 Q3,,,,
h0 h2 G0,69,9,38,0,-3,,,,,,,,
h1 G21,69,9,37,0,-1,,,,h1^2 G21 + t h2 C'',,,,
h1^3 . D1 h3^2,69,9,39,0,1,,,,h1^4 . D1 h3^2,,,,
_h1 X3,69,9,36,1,3,h,P(A+A'),,_h1^2 X3,h,d0 D2,,
P(A+A'),69,10,36,0,0,,P h0 (A+A'),,,,h0 d0 D2,,
h2 B5,69,11,38,0,-1,,,,,,,3,h1 B8 d0
P h0 (A+A'),69,11,36,0,1,,,,,,,,
_P h1^3 D4,69,12,37,1,0,,,,_P h1^4 D4,,,,
_h1 h3 g^3,69,13,40,1,-1,,,,_h1^2 h3 g^3,,,3,e0^4
t W1,69,13,36,0,1,,,,t h1 W1,,,,
P h1^4 D4,69,14,39,0,0,,,,,,,,
h1^2 h3 g^3,69,15,42,0,0,,,,,,,,
h1 e0^4,69,17,41,0,0,,,,,,,,
_P^8 h1^4,69,35,35,1,0,,,,loc,,,,
h3 h6,70,2,36,0,0,,h0 h3 h6,,h1 h3 h6,,,3,h0 p'
h0 h3 h6,70,3,36,0,0,,h0^2 h3 h6,,,,,3,h0^2 p'
h0^2 h3 h6,70,4,36,0,-1,,h0^3 h3 h6,,,,,,
p1,70,4,37,0,1,,,,h1 p1,,,3,t h1^2 Q3
h1 p',70,5,37,0,-1,,,,h1^2 p',,,,
h0^3 h3 h6,70,5,36,0,1,,,,,,,,
_h1^6 h6,70,6,37,1,-1,,,,_h1^7 h6,,,,
h2 Q3,70,6,38,0,1,,h0 h2 Q3,,,,h2^2 Q3,,
h0 h2 Q3,70,7,38,0,2,,t h1^3 Q3,,,,,,
_h1^3 . D1 h3^2,70,8,38,1,-4,,,,_h1^4 . D1 h3^2,,,,
h1^7 h6,70,8,39,0,-2,,,,h1^8 h6,,,,
t h1^3 Q3,70,8,38,0,0,,,,,,,,
_h1 h3 B7,70,8,37,1,2,,,,,,,,
d1 e1,70,8,39,0,4,,,,h1 d1 e1,,h1^2 l1,,
h2 C'',70,10,39,0,-3,,,,,,h2^2 C'',,
h1^2 G21 + t h2 C'',70,10,38,0,-1,,,,,,,,
h1^4 . D1 h3^2,70,10,40,0,1,,,,h1^5 . D1 h3^2,,,,
_h1^2 X3,70,10,37,1,3,,,h,d0 Q2,,,,
h2 C11,70,12,37,0,0,,,,,,,,
_P h1^4 D4,70,13,38,1,0,,,,,,,,
m^2,70,14,40,0,-2,,,,,,D h1^2 h3 g^2,,
_h1^2 h3 g^3,70,14,41,1,0,,,,,,,3,h1 e0^4
t h1 W1,70,14,37,0,2,,,,D^2 h0^2 h2 g,,,,
h1 h3 h6,71,3,37,0,0,,,,h1^2 h3 h6,,,,
h6 c0,71,4,37,0,0,,,,h1 h6 c0,,,,
h1 p1,71,5,38,0,0,,,,,,,3,t h1^3 Q3
h1^2 p',71,6,38,0,-1,,,,h1^3 p',,,,
"x71,6",71,6,38,0,1,,,,"h1 x71,6",,,,
l1,71,7,39,0,-2,,,,h1 l1,,,,
_h0^2 h2 Q3,71,7,37,1,0,,,h,h4 Q2,,,,
_h1^7 h6,71,7,38,1,2,,,,_h1^8 h6,,,,
h1^2 h3 H1,71,8,39,0,0,,,,,,,,
_h1^4 . D1 h3^2,71,9,39,1,-3,,,,_h1^5 . D1 h3^2,,,,
h1^8 h6,71,9,40,0,-1,,,,h1^9 h6,,,,
h1 d1 e1,71,9,40,0,1,,,,h1^2 d1 e1,,,,
_(D h1^2 g2 + t h2 C''),71,9,37,1,3,,,,,,_t h2^2 C'',3,h2 C11
h1^5 . D1 h3^2,71,11,41,0,-1,,,,,,,,
d0 Q2,71,11,38,0,1,,,,,,,,
D^2 h4 c0,71,12,37,0,-1,,,,D^2 h1 h4 c0,,,,
M h2^2 g,71,12,40,0,1,,,,,,h1^5 D3',,
D^2 h2 g,71,13,38,0,-1,,D^2 h0 h2 g,,,,D^2 h2^2 g,,
g^2 n,71,13,41,0,1,,,,,,h2 g^2 n,,
D^2 h0 h2 g,71,14,38,0,0,,D^2 h0^2 h2 g,,,,,,
D^2 h0^2 h2 g,71,15,38,0,0,,,,,,,,
P^6 h0^2 i,71,33,36,0,0,,P^6 h0^3 i,,,,,,
P^6 h0^3 i,71,34,36,0,0,,P^6 h0^4 i,,,,,,
P^6 h0^4 i,71,35,36,0,0,,P^6 h0^5 i,,,,,,
P^6 h0^5 i,71,36,36,0,0,,,,,,,,
h1^2 h3 h6,72,4,38,0,0,,,,,,,,
h1 h6 c0,72,5,38,0,0,,,,h1^2 h6 c0,,,,
P h1 h6,72,6,37,0,0,,,,P h1^2 h6,,,,
h1^3 p',72,7,39,0,-1,,,,,,,,
"h1 x71,6",72,7,39,0,1,,,,"h1^2 x71,6",,,,
h1 l1,72,8,40,0,-3,,,,h1^2 l1,,,,
h4 Q2,72,8,38,0,-1,,,,h1 h4 Q2,,,,
_h1^8 h6,72,8,39,1,1,,,,_h1^9 h6,,,,
_h1 d1 e1,72,8,39,1,3,,,,_h1^2 d1 e1,,,,
h2^2 G0,72,9,40,0,0,,,,,,"h1^4 x71,6",,
d0 D2,72,10,38,0,-3,,h0 d0 D2,,,,D h0^2 h3 g2,,
_h1^5 . D1 h3^2,72,10,40,1,-1,,,h,h2^2 C'',,,,
h1^9 h6,72,10,41,0,1,,,,h1^10 h6,,,,
h1^2 d1 e1,72,10,41,0,3,,,,,,,,
h0 d0 D2,72,11,38,0,0,,,,,,,,
d1 g^2,72,12,42,0,0,,,,h1 d1 g^2,,h2 d1 g^2,,
D^2 h1 h4 c0,72,13,38,0,0,,,,D^2 h1^2 h4 c0,,,,
D h1 h3 g^2,72,14,41,0,0,,,,D h1^2 h3 g^2,,,,
_t h0 e0^3 g,72,16,40,1,0,,,h,D h1 d0 e0^2,,,,
P^8 c0,72,35,37,0,0,,,,loc,,,,
h1^2 h6 c0,73,6,39,0,-2,,,,h1^3 h6 c0,,,,
"_h1 x71,6",73,6,38,1,0,h,h4 D2,,"_h1^2 x71,6",h,"h0 x76,6",,
_h1^3 p',73,6,38,1,2,,,,_h0 h2^2 Q3,,,,
h2^2 Q3,73,7,40,0,-3,,,,,,,,
P h1^2 h6,73,7,38,0,-1,,,,P h1^3 h6,,,,
h4 D2,73,7,38,0,1,,h0 h4 D2,,,,"h0^2 x76,6",,
_h1 l1,73,7,39,1,3,,,,_h1^2 l1,,,,
"h1^2 x71,6",73,8,40,0,-1,,,,"h1^3 x71,6",,,,
h0 h4 D2,73,8,38,0,1,,,,,,,,
h1^2 l1,73,9,41,0,-3,,,,,,,,
h1 h4 Q2,73,9,39,0,-1,,,,h1^2 h4 Q2,,,,
_h1^9 h6,73,9,40,1,1,,,,_h1^10 h6,,,,
_h1^2 d1 e1,73,9,40,1,3,,,h,h3 C'',,,,
h2^2 C'',73,11,41,0,-1,,,,,,,,
h1^10 h6,73,11,42,0,1,,,,h1^11 h6,,,,
h1^4 D3',73,12,41,0,0,,,,h1^5 D3',,,,
_D h1 h3 g^2,73,13,40,1,-1,,,,_D h1^2 h3 g^2,,,3,_t h0 e0^3 g
h1 d1 g^2,73,13,43,0,1,,,,h1^2 d1 g^2,,,,
D^2 h1^2 h4 c0,73,14,39,0,-1,,,,,,,,
M d0^2,73,14,40,0,1,,,,M h1 d0^2,,,,
D h1^2 h3 g^2,73,15,42,0,0,,,,,,,,
D h1 d0 e0^2,73,17,41,0,0,,,,,,,,
P^9 h1,73,37,37,0,0,,,,loc,,,,
_h1^2 h6 c0,74,5,38,1,0,h,P h2 h6,,_h1^3 h6 c0,h,h0 h6 d0,3,h0 h4 D2
P h2 h6,74,6,38,0,0,,P h0 h2 h6,,,,h0^2 h6 d0,,
h1^3 h6 c0,74,7,40,0,-3,,,,h1^4 h6 c0,,,,
"_h1^2 x71,6",74,7,39,1,-1,,,,"_h1^3 x71,6",,,,
_h0 h2^2 Q3,74,7,39,1,1,,,h,M h4^2,,,,
P h0 h2 h6,74,7,38,0,3,,,,,,,,
"x74,8",74,8,40,0,-2,,"h0 x74,8",,,,,,
P h1^3 h6,74,8,39,0,0,,,,P h1^4 h6,,,,
_h1^2 l1,74,8,40,1,2,,,,,,,,
"h1^3 x71,6",74,9,41,0,-1,,,,"h1^4 x71,6",,,,
"h0 x74,8",74,9,40,0,1,,"h0^2 x74,8",,,,,,
_t h2^2 C'',74,10,39,1,-4,,,,,h,t g Q2,,
h1^2 h4 Q2,74,10,40,0,-2,,,,,,,,
_h1^10 h6,74,10,41,1,0,,,,_h1^11 h6,,,,
h3 C'',74,10,41,0,2,,,,,,,,
"h0^2 x74,8",74,10,40,0,4,,,,,,,,
_h1^4 D3',74,11,40,1,0,,,,_h1^5 D3',,,3,M d0^2
h1^11 h6,74,12,43,0,-1,,,,h1^12 h6,,,,
_h1 d1 g^2,74,12,42,1,1,h,h1^5 D3',,_h1^2 d1 g^2,h,h1^2 g B6,,
h1^5 D3',74,13,42,0,-1,,,,,,,,
_D^2 h1^2 h4 c0,74,13,38,1,1,,,,,,,,
D^2 h2^2 g,74,14,40,0,-3,,,,,,D^2 h1^2 h3 g,,
h2 g^2 n,74,14,43,0,-1,,,,,,h1 g^2 T,,
_D h1^2 h3 g^2,74,14,41,1,1,,,,,,,3,D h1 d0 e0^2
h1^2 d1 g^2,74,14,44,0,3,,,,,,,,
M h1 d0^2,74,15,41,0,0,,,,,,,,
e0^2 g^2,74,16,44,0,0,,,,h1 e0^2 g^2,,h0 e0 g^3,,
h3 d2,75,5,40,0,0,,h0 h3 d2,,,,,,
_h1^3 h6 c0,75,6,39,1,-1,,,,_h1^4 h6 c0,,,,
h0 h3 d2,75,6,40,0,1,,,,,,,,
"x75,7",75,7,40,0,0,,,,,,,3,"h0^2 x74,8"
h1^4 h6 c0,75,8,41,0,-2,,,,h1^5 h6 c0,,,,
"_h1^3 x71,6",75,8,40,1,0,,,,"_h1^4 x71,6",,,,
M h4^2,75,8,40,0,2,,,,M h1 h4^2,,,,
_h1^2 h4 Q2,75,9,39,1,-2,,,,_t g B6,,,,
P h1^4 h6,75,9,40,0,0,,,,P h1^5 h6,,,,
_h3 C'',75,9,40,1,2,,,,,h,e0 A',,
"h1^4 x71,6",75,10,42,0,0,,,,,,,,
D h0^2 h3 g2,75,11,40,0,-2,,,,,,,,
g B6,75,11,42,0,0,,,,h1 g B6,,,,
_h1^11 h6,75,11,42,1,2,,,,_h1^12 h6,,,,
_h1^5 D3',75,12,41,1,0,,,,,,,3,M h1 d0^2
h2 d1 g^2,75,13,44,0,-3,,,,,,h2^2 d1 g^2,,
h1^12 h6,75,13,44,0,-1,,,,h1^13 h6,,,,
_h1^2 d1 g^2,75,13,43,1,1,,,h,g^2 T,,,,
_t h2 g^2 n,75,13,41,1,3,,,,,,_t h1 g^2 T,,
h1 e0^2 g^2,75,17,45,0,0,,,,,,,,
_P^8 h1^2 c0,75,36,38,1,0,h,P^9 h2,,loc,h,P^8 h0 d0,,
P^9 h2,75,37,38,0,0,,P^9 h0 h2,,,,P^8 h0^2 d0,,
P^9 h0 h2,75,38,38,0,0,,,,,,,,
h4 D3,76,5,40,0,0,,,,h1 h4 D3,,,3,M h4^2
"h0 x76,6",76,7,40,0,-1,,"h0^2 x76,6",,,,"h0 h2 x76,6",,
_h1^4 h6 c0,76,7,40,1,1,,,,_h1^5 h6 c0,,,,
"h0^2 x76,6",76,8,40,0,-2,,,,,,,,
_P h1^4 h6,76,8,39,1,0,,,,_P h1^5 h6,,,,
d1 g2,76,8,42,0,2,,,,h1 d1 g2,,h1^2 m1,,
h1^5 h6 c0,76,9,42,0,-3,,,,h1^6 h6 c0,,,,
"_h1^4 x71,6",76,9,41,1,-1,,,,,,,,
M h1 h4^2,76,9,41,0,1,,,,,,,,
"x76,9",76,9,40,0,3,,,,,,"h1 x78,9",,
_t g B6,76,10,40,1,-1,,,h,t g Q2,,,,
P h1^5 h6,76,10,41,0,1,,,,P h1^6 h6,,,,
h1 g B6,76,12,43,0,-2,,,,h1^2 g B6,,,,
_h1^12 h6,76,12,43,1,0,,,,_h1^13 h6,,,,
_t h2 d1 g^2,76,12,42,1,2,,,h,D h1 d1 g,,_t h2^2 d1 g^2,,
D^2 h1 h3 g,76,14,41,0,-2,,,,D^2 h1^2 h3 g,,,,
h1^13 h6,76,14,45,0,0,,,,h1^14 h6,,,,
g^2 T,76,14,44,0,2,,,,h1 g^2 T,,,,
D^2 d0^2,76,16,40,0,0,,,,D^2 h1 d0^2,,,,
h3^2 h6,77,3,40,0,0,,,,,,,,
h6 d0,77,5,40,0,0,,h0 h6 d0,,h1 h6 d0,,h0 h6 e0,,
h1 h4 D3,77,6,41,0,-1,,,,,,,3,M h1 h4^2
h0 h6 d0,77,6,40,0,1,,h0^2 h6 d0,,,,,,
h0^2 h6 d0,77,7,40,0,-3,,,,,,,,
"x77,7",77,7,40,0,-1,,"h0 x77,7",,,,,,
m1,77,7,42,0,1,,,,h1 m1,,,,
"h1 x76,6",77,7,41,0,3,,,,"h1^2 x76,6",,,,
_h1^5 h6 c0,77,8,41,1,-1,,,,_h1^6 h6 c0,,,,
"h0 x77,7",77,8,40,0,1,,"h0^2 x77,7",,,,,,
_P h1^5 h6,77,9,40,1,-2,,,,_P h1^6 h6,,,,
h1 d1 g2,77,9,43,0,0,,,,h1^2 d1 g2,,,,
"h0^2 x77,7",77,9,40,0,2,,"h0^3 x77,7",,,,,,
h1^6 h6 c0,77,10,43,0,-1,,,,h1^7 h6 c0,,,,
"h0^3 x77,7",77,10,40,0,1,,"h0^4 x77,7",,,,,,
t g Q2,77,11,41,0,-3,,,,,,,,
_h1 g B6,77,11,42,1,-1,,,,_h1^2 g B6,,,,
P h1^6 h6,77,11,42,0,1,,,,P h1^7 h6,,,,
"h0^4 x77,7",77,11,40,0,3,,,,,,,,
M D h1 h3,77,12,41,0,0,,,,M D h1^2 h3,,,,
h1^2 g B6,77,13,44,0,-3,,,,,,,,
